identifier,basis_of_record,occurrence_ID,other_identifier,MS_identifier,title,contributor,recordedBy,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,georeferencedBy,identifiedBy,type,format,visibility
VTEC000004448,PreservedSpecimen,Occurrence ID: 4355d741-a4fb-4834-a43b-088706f5eaa0,Occurrence ID: 4355d741-a4fb-4834-a43b-088706f5eaa0||Record ID: f943ebb3-67b4-4dfe-a9be-e7bd6e49080f,624836,Graphium doson postianus (Fruhsrtorfer ),K. Williamson (georeferenced by),,,,,lifeStage: Adult||preparations: pinned specimen,"""Formosa""",,23.5 || 121,23.5,121,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,f943ebb3-67b4-4dfe-a9be-e7bd6e49080f,https://ecdysis.org/collections/individual/index.php?occid=1729125,K. Williamson (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004446,PreservedSpecimen,Occurrence ID: 0e42b8c8-cb2c-4f00-a6dd-69cd1877a5ce,Occurrence ID: 0e42b8c8-cb2c-4f00-a6dd-69cd1877a5ce||Record ID: dcd06908-2b9e-445d-af0d-dd3b88860c9b,624835,Graphium sarpedon,K. Williamson (georeferenced by),,1969-07,1969-07,1969/07,lifeStage: Adult||preparations: pinned specimen,"""Formosa""",Puli,23.994598 || 120.957901,23.994598,120.957901,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,dcd06908-2b9e-445d-af0d-dd3b88860c9b,https://ecdysis.org/collections/individual/index.php?occid=1729123,K. Williamson (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004407,PreservedSpecimen,Occurrence ID: 27bcff0c-bd96-4888-b2b1-e09b177c364a,Occurrence ID: 27bcff0c-bd96-4888-b2b1-e09b177c364a||Record ID: 54eef917-a6d4-49dd-bfb2-9436a1ef5d77,624834,"Papilionidae (Latreille, [1802])",Kondratieff (recorded by)||K. Williamson (georeferenced by),Kondratieff (recorded by),1977-06-03,1977-06-03,1977/06/03,lifeStage: Adult||preparations: pinned specimen,"""Hanover, Virginia, United States""","North Anna River, Butlers Bridge",37.889313 || -77.466423,37.889313,-77.466423,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,54eef917-a6d4-49dd-bfb2-9436a1ef5d77,https://ecdysis.org/collections/individual/index.php?occid=1729081,K. Williamson (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004391,PreservedSpecimen,Occurrence ID: be3140b7-32a4-4cbb-9ceb-564a8ff32b31,Occurrence ID: be3140b7-32a4-4cbb-9ceb-564a8ff32b31||Record ID: 1fce104b-34e8-4445-bf32-90bc1cbe93b3,624833,Parnassius glacialis,K. Williamson (georeferenced by),,1964-05-21,1964-05-21,1964/05/21,lifeStage: Adult||preparations: pinned specimen,"""Nagano-ken, Japan""",Nagano,36.674699 || 138.192794,36.674699,138.192794,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1fce104b-34e8-4445-bf32-90bc1cbe93b3,https://ecdysis.org/collections/individual/index.php?occid=1729063,K. Williamson (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004385,PreservedSpecimen,Occurrence ID: 4cf5e15a-2fc6-42c8-81cf-216674bf9707,Occurrence ID: 4cf5e15a-2fc6-42c8-81cf-216674bf9707||Record ID: b9474d22-8234-45f4-bc92-9edbe847f4f0,624831,Parnassius phoebus montanulus (Bryk and Eisner 1935),K. Williamson (georeferenced by),,1971-08-04,1971-08-04,1971/08/04,habitat: Gravil pit area at top of switchbacks||lifeStage: Adult||preparations: pinned specimen,"""Carbon, Montana, United States""",Near Hwy 312,45.250384 || -109.033325,45.250384,-109.033325,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b9474d22-8234-45f4-bc92-9edbe847f4f0,https://ecdysis.org/collections/individual/index.php?occid=1729056,K. Williamson (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000002116,PreservedSpecimen,Occurrence ID: ae9ad631-fe05-4cb1-95b3-89e37e916a99,Occurrence ID: ae9ad631-fe05-4cb1-95b3-89e37e916a99||Record ID: ff3721f6-5f99-4e16-bfd2-9c30166f19c5,624830,"Colias eurytheme (Boisduval, 1852)",A. F. Beck (recorded by)||GG Schiermeyer (georeferenced by),A. F. Beck (recorded by),1976-09-09,1976-09-09,1976/09/09,lifeStage: Adult,"""Prince George's, Maryland, United States""",Junction of US 301 and US 50,38.955099 || -76.717299,38.955099,-76.717299,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ff3721f6-5f99-4e16-bfd2-9c30166f19c5,https://ecdysis.org/collections/individual/index.php?occid=1725273,GG Schiermeyer (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000002057,PreservedSpecimen,Occurrence ID: e4a85868-487d-41fb-94c6-11d66e98b871,Occurrence ID: e4a85868-487d-41fb-94c6-11d66e98b871||Record ID: bbc13540-4740-4772-813d-b24e4d16b5d2,624829,"Colias eurytheme (Boisduval, 1852)",GG Schiermeyer (georeferenced by),,1955-06-10,1955-06-10,1955/06/10,lifeStage: Adult,"""Virginia, United States""",Holland,36.681262 || -76.780236,36.681262,-76.780236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,bbc13540-4740-4772-813d-b24e4d16b5d2,https://ecdysis.org/collections/individual/index.php?occid=1724825,GG Schiermeyer (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000000374,PreservedSpecimen,Occurrence ID: a28e3343-a683-4c5a-a42d-f4fa5aff1ef1,Occurrence ID: a28e3343-a683-4c5a-a42d-f4fa5aff1ef1||Record ID: 89061d29-6ca0-471a-b8ed-1778a71f8ffe,624827,"Eumaeus debora (Geyer, 1834)",P. Shorter (georeferenced by)||A. Beck (identified by),,,,,lifeStage: Adult,"""Orizaba, Veracruz, Mexico""",Orizaba,18.851014 || -97.100839,18.851014,-97.100839,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,89061d29-6ca0-471a-b8ed-1778a71f8ffe,https://ecdysis.org/collections/individual/index.php?occid=1721208,P. Shorter (georeferenced by),A. Beck (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000000372,PreservedSpecimen,Occurrence ID: 08d5dcdf-e315-4e63-8398-697fd33ef977,Occurrence ID: 08d5dcdf-e315-4e63-8398-697fd33ef977||Record ID: 1cf7d53a-35ca-43ff-acf8-b5ba106d57b8,624826,"Hypaurotis crysalus (Edwards, 1873)",P. Shorter (georeferenced by)||A. Beck (identified by),,1957-07-25,1957-07-25,1957/07/25,lifeStage: adult,"""Morrison, Colorado, United States""",Morrison,39.653599 || -105.1911,39.653599,-105.1911,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1cf7d53a-35ca-43ff-acf8-b5ba106d57b8,https://ecdysis.org/collections/individual/index.php?occid=1721206,P. Shorter (georeferenced by),A. Beck (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006066,PreservedSpecimen,Occurrence ID: 334c1821-4cc7-4ba3-befd-72bca2a753cc,Occurrence ID: 334c1821-4cc7-4ba3-befd-72bca2a753cc||Record ID: 334c1821-4cc7-4ba3-befd-72bca2a753cc,634565,"Erynnis icelus (Scudder and Burgess, 1870)",G. Straley (recorded by)||S. S. Benbow (georeferenced by)||Straley (identified by),G. Straley (recorded by),1966-05-22,1966-05-22,1966/05/22,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Eggleston,37.287347 || -80.618674,37.287347,-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,334c1821-4cc7-4ba3-befd-72bca2a753cc,https://ecdysis.org/collections/individual/index.php?occid=3745754,S. S. Benbow (georeferenced by),Straley (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006069,PreservedSpecimen,Occurrence ID: 52342358-3bcb-418f-aa17-7241c9013fff,Occurrence ID: 52342358-3bcb-418f-aa17-7241c9013fff||Record ID: 52342358-3bcb-418f-aa17-7241c9013fff,634566,"Ancyloxypha numitor (Fabricius, 1793)",C. V. Covell (recorded by)||S. S. Benbow (georeferenced by)||C. V. Covell (identified by),C. V. Covell (recorded by),1959-06-25,1959-06-25,1959/06/25,lifeStage: Adult||preparations: pinned specimen,"""Norfolk city, Virginia, United States""",Dismal Swamp,36.652035 || -76.474628,36.652035,-76.474628,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,52342358-3bcb-418f-aa17-7241c9013fff,https://ecdysis.org/collections/individual/index.php?occid=3745755,S. S. Benbow (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006070,PreservedSpecimen,Occurrence ID: aa34dfb0-5eba-489a-b0de-d55974056b15,Occurrence ID: aa34dfb0-5eba-489a-b0de-d55974056b15||Record ID: aa34dfb0-5eba-489a-b0de-d55974056b15,634567,Carterocephalus palaemon mandan (Edwards 1863),J. Parkinson (recorded by)||S. S. Benbow (georeferenced by)||A. Beck (identified by),J. Parkinson (recorded by),1977-06-04,1977-06-04,1977/06/04,lifeStage: Adult||preparations: pinned specimen,"""Marathon, Wisconsin, United States""",Bevent,44.765896 || -89.319524,44.765896,-89.319524,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,aa34dfb0-5eba-489a-b0de-d55974056b15,https://ecdysis.org/collections/individual/index.php?occid=3745757,S. S. Benbow (georeferenced by),A. Beck (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006071,PreservedSpecimen,Occurrence ID: 1ed35d74-1187-409d-9b0f-229a91a69240,Occurrence ID: 1ed35d74-1187-409d-9b0f-229a91a69240||Record ID: 1ed35d74-1187-409d-9b0f-229a91a69240,634568,"Polites coras (Cramer, 1775)",A. H. Showalter (recorded by)||S. S. Benbow (georeferenced by)||A. H. Showalter (identified by),A. H. Showalter (recorded by),1972-08-19,1972-08-19,1972/08/19,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.137911 || -80.37112,37.137911,-80.37112,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1ed35d74-1187-409d-9b0f-229a91a69240,https://ecdysis.org/collections/individual/index.php?occid=3745758,S. S. Benbow (georeferenced by),A. H. Showalter (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006072,PreservedSpecimen,Occurrence ID: fabff3d3-355d-4ef6-b916-e126f43b3031,Occurrence ID: fabff3d3-355d-4ef6-b916-e126f43b3031||Record ID: fabff3d3-355d-4ef6-b916-e126f43b3031,634569,"Oligoria maculata (Edwards, 1865)",C. V. Covell (recorded by)||S. S. Benbow (georeferenced by)||C. V. Covell (identified by),C. V. Covell (recorded by),1963-03-23,1963-03-23,1963/03/23,lifeStage: Adult||preparations: pinned specimen,"""Miami dade, Florida, United States""",Route 41 near Miami,25.75962 || -80.445572,25.75962,-80.445572,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,fabff3d3-355d-4ef6-b916-e126f43b3031,https://ecdysis.org/collections/individual/index.php?occid=3745760,S. S. Benbow (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006073,PreservedSpecimen,Occurrence ID: 1931d9c7-dcbe-4cd3-bc85-7f01915b9e76,Occurrence ID: 1931d9c7-dcbe-4cd3-bc85-7f01915b9e76||Record ID: 1931d9c7-dcbe-4cd3-bc85-7f01915b9e76,634570,"Euphyes bimacula (Grote and Robinson, 1867)",A. H. Showalter (recorded by)||S. S. Benbow (georeferenced by)||A. H. Showalter (identified by),A. H. Showalter (recorded by),1974-06-22,1974-06-22,1974/06/22,lifeStage: Adult||preparations: pinned specimen,"""Highland, Virginia, United States""",Rt. 642 and Straight Fork,38.509993 || -79.603748,38.509993,-79.603748,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1931d9c7-dcbe-4cd3-bc85-7f01915b9e76,https://ecdysis.org/collections/individual/index.php?occid=3745762,S. S. Benbow (georeferenced by),A. H. Showalter (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006074,PreservedSpecimen,Occurrence ID: 982e212b-7d9f-46dd-a0e3-e6c94d24c3bf,Occurrence ID: 982e212b-7d9f-46dd-a0e3-e6c94d24c3bf||Record ID: 982e212b-7d9f-46dd-a0e3-e6c94d24c3bf,634571,"Euphyes dion (Edwards, 1879)",G. B. Straley (recorded by)||S. S. Benbow (georeferenced by),G. B. Straley (recorded by),1969-08-24,1969-08-24,1969/08/24,lifeStage: Adult||preparations: pinned specimen,"""Virginia beach city, Virginia, United States""",Pleasant Ridge Rd,38.842685 || -77.20803,38.842685,-77.20803,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,982e212b-7d9f-46dd-a0e3-e6c94d24c3bf,https://ecdysis.org/collections/individual/index.php?occid=3745766,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006075,PreservedSpecimen,Occurrence ID: e8244912-f669-4722-b89a-3890e4385cec,Occurrence ID: e8244912-f669-4722-b89a-3890e4385cec||Record ID: e8244912-f669-4722-b89a-3890e4385cec,634572,"Ochlodes sylvanoides (Boisduval, 1852)",S. S. Benbow (georeferenced by),,1930-08-20,1930-08-20,1930/08/20,lifeStage: Adult||preparations: pinned specimen,"""San bernardino, California, United States""",Cedarpines Park,34.251851 || -117.32403,34.251851,-117.32403,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e8244912-f669-4722-b89a-3890e4385cec,https://ecdysis.org/collections/individual/index.php?occid=3745767,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006076,PreservedSpecimen,Occurrence ID: 524313cc-e96b-4ccf-9335-be0dc751b957,Occurrence ID: 524313cc-e96b-4ccf-9335-be0dc751b957||Record ID: 524313cc-e96b-4ccf-9335-be0dc751b957,634573,"Urbanus dorantes (Stoll, 1790)",E. A. Smyth (recorded by)||S. S. Benbow (georeferenced by)||A. H. Showalter (identified by),E. A. Smyth (recorded by),1972-02-22,1972-02-22,1972/02/22,lifeStage: Adult||preparations: pinned specimen,"""Veracruz de Ignacio de la Llave, Mexico""",Catemaco,18.42131 || -95.11398,18.42131,-95.11398,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,524313cc-e96b-4ccf-9335-be0dc751b957,https://ecdysis.org/collections/individual/index.php?occid=3745768,S. S. Benbow (georeferenced by),A. H. Showalter (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006077,PreservedSpecimen,Occurrence ID: ba06bf56-bf38-462a-82f5-60518561e0a9,Occurrence ID: ba06bf56-bf38-462a-82f5-60518561e0a9||Record ID: ba06bf56-bf38-462a-82f5-60518561e0a9,634574,"Colias eurytheme (Boisduval, 1852)",S. S. Benbow (georeferenced by),,1938-07-20,1938-07-20,1938/07/20,lifeStage: Adult||preparations: pinned specimen,"""Salem, Virginia, United States""",Salem,37.295045 || -80.068883,37.295045,-80.068883,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ba06bf56-bf38-462a-82f5-60518561e0a9,https://ecdysis.org/collections/individual/index.php?occid=3745769,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006078,PreservedSpecimen,Occurrence ID: 04b38c63-6fa9-4364-9f8e-40bfa26d5f26,Occurrence ID: 04b38c63-6fa9-4364-9f8e-40bfa26d5f26||Record ID: 04b38c63-6fa9-4364-9f8e-40bfa26d5f26,634575,"Polygonia interrogationis (Fabricius, 1798)",Rick Banks (recorded by)||S. S. Benbow (georeferenced by)||R. G. Baer (identified by),Rick Banks (recorded by),1973-10-05,1973-10-05,1973/10/05,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.137911 || -80.37112,37.137911,-80.37112,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,04b38c63-6fa9-4364-9f8e-40bfa26d5f26,https://ecdysis.org/collections/individual/index.php?occid=3745781,S. S. Benbow (georeferenced by),R. G. Baer (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006079,PreservedSpecimen,Occurrence ID: db25d17c-f377-4011-b4ab-1fe73da1ef7c,Occurrence ID: db25d17c-f377-4011-b4ab-1fe73da1ef7c||Record ID: db25d17c-f377-4011-b4ab-1fe73da1ef7c,634577,"Polygonia comma (Harris, 1841)",C. V. Covell (recorded by)||S. S. Benbow (georeferenced by)||C. V. Covell (identified by),C. V. Covell (recorded by),1962-03-29,1962-03-29,1962/03/29,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Pepper Station,37.163738 || -80.548668,37.163738,-80.548668,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,db25d17c-f377-4011-b4ab-1fe73da1ef7c,https://ecdysis.org/collections/individual/index.php?occid=3745782,S. S. Benbow (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006081,PreservedSpecimen,Occurrence ID: cd16fb78-53bc-48ad-848c-49dc9db00fc3,Occurrence ID: cd16fb78-53bc-48ad-848c-49dc9db00fc3||Record ID: cd16fb78-53bc-48ad-848c-49dc9db00fc3,634576,"Junonia coenia (Hübner, 1822)",Covell (recorded by)||S. S. Benbow (georeferenced by),Covell (recorded by),1959-06-16,1959-06-16,1959/06/16,lifeStage: Adult||preparations: pinned specimen,"""Suffolk city, Virginia, United States""","Rt. 58, 5 mi NE",36.765677 || -76.476118,36.765677,-76.476118,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,cd16fb78-53bc-48ad-848c-49dc9db00fc3,https://ecdysis.org/collections/individual/index.php?occid=3745847,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006082,PreservedSpecimen,Occurrence ID: de4bf28f-d5ce-4cc8-904c-6add5aabbdfc,Occurrence ID: de4bf28f-d5ce-4cc8-904c-6add5aabbdfc||Record ID: de4bf28f-d5ce-4cc8-904c-6add5aabbdfc,634578,Boloria selene,C. V. Covell (recorded by)||S. S. Benbow (georeferenced by)||C. V. Covell (identified by),C. V. Covell (recorded by),1955-07-09,1955-07-09,1955/07/09,lifeStage: Adult||preparations: pinned specimen,"""Merrimack, New Hampshire, United States""",New London,43.409974 || -71.982337,43.409974,-71.982337,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,de4bf28f-d5ce-4cc8-904c-6add5aabbdfc,https://ecdysis.org/collections/individual/index.php?occid=3745848,S. S. Benbow (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006083,PreservedSpecimen,Occurrence ID: b970572a-d5ab-4e81-aa2d-d9c9782630e7,Occurrence ID: b970572a-d5ab-4e81-aa2d-d9c9782630e7||Record ID: b970572a-d5ab-4e81-aa2d-d9c9782630e7,634579,VTEC000006083,C. V. Covell (recorded by)||S. S. Benbow (georeferenced by),C. V. Covell (recorded by),1960-09-19,1960-09-19,1960/09/19,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Longshop,37.225223 || -80.527427,37.225223,-80.527427,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b970572a-d5ab-4e81-aa2d-d9c9782630e7,https://ecdysis.org/collections/individual/index.php?occid=3745849,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006086,PreservedSpecimen,Occurrence ID: ff994108-8db6-42aa-87b6-d2b88622c23e,Occurrence ID: ff994108-8db6-42aa-87b6-d2b88622c23e||Record ID: ff994108-8db6-42aa-87b6-d2b88622c23e,634580,"Phyciodes campestris camillus (Hy. Edwards, 1871)",S. S. Benbow (georeferenced by),,1959-06-09,1959-06-09,1959/06/09,lifeStage: Adult||preparations: pinned specimen,"""Montezuma, Colorado, United States""",Mesa Verde National Park,37.23905 || -108.46241,37.23905,-108.46241,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ff994108-8db6-42aa-87b6-d2b88622c23e,https://ecdysis.org/collections/individual/index.php?occid=3745850,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006087,PreservedSpecimen,Occurrence ID: ef678a3d-53e7-4631-928f-fed49139edf0,Occurrence ID: ef678a3d-53e7-4631-928f-fed49139edf0||Record ID: ef678a3d-53e7-4631-928f-fed49139edf0,634581,"Chlosyne nycteis (E. Doubleday, 1847)",C. V. Covell (recorded by)||S. S. Benbow (georeferenced by)||C. V. Covell (identified by),C. V. Covell (recorded by),1962-05-22,1962-05-22,1962/05/22,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,ef678a3d-53e7-4631-928f-fed49139edf0,https://ecdysis.org/collections/individual/index.php?occid=3745851,S. S. Benbow (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006088,PreservedSpecimen,Occurrence ID: 38833535-aa99-4c8c-a944-d2c8966915aa,Occurrence ID: 38833535-aa99-4c8c-a944-d2c8966915aa||Record ID: 38833535-aa99-4c8c-a944-d2c8966915aa,634582,VTEC000006088,S. S. Benbow (georeferenced by),,1977-06-05,1977-06-05,1977/06/05,lifeStage: Adult||preparations: pinned specimen,"""Sullivan, New York, United States""",Hortonville,41.764255 || -75.030166,41.764255,-75.030166,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,38833535-aa99-4c8c-a944-d2c8966915aa,https://ecdysis.org/collections/individual/index.php?occid=3745852,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006091,PreservedSpecimen,Occurrence ID: fa9c985c-a8ca-4b1e-b1bb-9b713f1586e0,Occurrence ID: fa9c985c-a8ca-4b1e-b1bb-9b713f1586e0||Record ID: fa9c985c-a8ca-4b1e-b1bb-9b713f1586e0,634583,VTEC000006091,P. J. Sieburth (recorded by)||S. S. Benbow (georeferenced by),P. J. Sieburth (recorded by),1978-06-24,1978-06-24,1978/06/24,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",,37.289391 || -80.701153,37.289391,-80.701153,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,fa9c985c-a8ca-4b1e-b1bb-9b713f1586e0,https://ecdysis.org/collections/individual/index.php?occid=3747103,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006093,PreservedSpecimen,Occurrence ID: 77ffd1de-6e41-4346-ba2e-7945755f40bd,Occurrence ID: 77ffd1de-6e41-4346-ba2e-7945755f40bd||Record ID: 77ffd1de-6e41-4346-ba2e-7945755f40bd,634584,Tortricidia testacea (Packard),C. V. Covell (recorded by)||S. S. Benbow (georeferenced by)||C. V. Covell (identified by),C. V. Covell (recorded by),1963-05-14,1963-05-14,1963/05/14,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Brush Mountain,37.252976 || -80.527168,37.252976,-80.527168,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,77ffd1de-6e41-4346-ba2e-7945755f40bd,https://ecdysis.org/collections/individual/index.php?occid=3747104,S. S. Benbow (georeferenced by),C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006094,PreservedSpecimen,Occurrence ID: b9998c7d-e3d5-4aba-8364-387354f0e463,Occurrence ID: b9998c7d-e3d5-4aba-8364-387354f0e463||Record ID: b9998c7d-e3d5-4aba-8364-387354f0e463,634585,"Euclea delphinii (Boisduval, 1832)",Gerald Straley (recorded by)||S. S. Benbow (georeferenced by),Gerald Straley (recorded by),1963-07-26,1963-07-26,1963/07/26,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Eggleston,37.287347 || -80.618674,37.287347,-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b9998c7d-e3d5-4aba-8364-387354f0e463,https://ecdysis.org/collections/individual/index.php?occid=3747105,S. S. Benbow (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006095,PreservedSpecimen,Occurrence ID: 8cedab2c-b0ba-4322-ba30-c7b833f4cc21,Occurrence ID: 8cedab2c-b0ba-4322-ba30-c7b833f4cc21||Record ID: 8cedab2c-b0ba-4322-ba30-c7b833f4cc21,634586,"Parasa chloris (Herrich-Schäffer, 1854)",C. V. Covell (identified by),,,,,lifeStage: Adult||preparations: pinned specimen,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8cedab2c-b0ba-4322-ba30-c7b833f4cc21,https://ecdysis.org/collections/individual/index.php?occid=3747106,,C. V. Covell (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
