identifier,basis_of_record,occurrence_ID,other_identifier,MS_identifier,title,contributor,recordedBy,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,georeferencedBy,identifiedBy,type,format,visibility
VTEC000004913,PreservedSpecimen,Occurrence ID: 1639f2c1-4ea7-4700-9ae8-77c3898c0a2f,Occurrence ID: 1639f2c1-4ea7-4700-9ae8-77c3898c0a2f||Record ID: 1639f2c1-4ea7-4700-9ae8-77c3898c0a2f,621378,Oeneis uhleri varuna (Edwards 1882),Alan Bewell (recorded by)||M. E. Hellier (georeferenced by),Alan Bewell (recorded by),1966-06-15,1966-06-15,1966/06/15,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Province of Alberta, Canada""",Calgery,51.043683 || -114.065063,51.043683,-114.065063,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1639f2c1-4ea7-4700-9ae8-77c3898c0a2f,https://ecdysis.org/collections/individual/index.php?occid=1730499,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004919,PreservedSpecimen,Occurrence ID: fed42e37-c0fe-4540-8c1b-dd86f569c521,Occurrence ID: fed42e37-c0fe-4540-8c1b-dd86f569c521||Record ID: fed42e37-c0fe-4540-8c1b-dd86f569c521,621379,Pyralidae,W. A. Allen (recorded by)||M. E. Hellier (georeferenced by),W. A. Allen (recorded by),1972-06-07,1972-06-07,1972/06/07,lifeStage: Adult||preparations: pinned specimen,"""Loudoun, Virginia, United States""",Dulles Int. Airport,38.952496 || -77.456902,38.952496,-77.456902,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,fed42e37-c0fe-4540-8c1b-dd86f569c521,https://ecdysis.org/collections/individual/index.php?occid=1730505,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004925,PreservedSpecimen,Occurrence ID: 8a2e4e2c-ee0a-466c-b267-c5c1695494e0,Occurrence ID: 8a2e4e2c-ee0a-466c-b267-c5c1695494e0||Record ID: 8a2e4e2c-ee0a-466c-b267-c5c1695494e0,621380,"Digrammia ocellinata (Guenée, [1858])",G. B. Straley (recorded by)||M. E. Hellier (georeferenced by),G. B. Straley (recorded by),1967-06-01,1967-06-01,1967/06/01,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Eggleston,37.287347 || -80.618674,37.287347,-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,8a2e4e2c-ee0a-466c-b267-c5c1695494e0,https://ecdysis.org/collections/individual/index.php?occid=1730511,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004927,PreservedSpecimen,Occurrence ID: 04b6bda5-8c1d-44d5-b43f-6c077f2cc95e,Occurrence ID: 04b6bda5-8c1d-44d5-b43f-6c077f2cc95e||Record ID: 04b6bda5-8c1d-44d5-b43f-6c077f2cc95e,621381,Haematopis grataria (Fabricius),T. X. Lin (recorded by)||M. E. Hellier (georeferenced by),T. X. Lin (recorded by),1986-07-27,1986-07-27,1986/07/27,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.160134 || -80.401153,37.160134,-80.401153,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,04b6bda5-8c1d-44d5-b43f-6c077f2cc95e,https://ecdysis.org/collections/individual/index.php?occid=1730513,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004928,PreservedSpecimen,Occurrence ID: 7e04febb-5a8a-480f-a501-3f68da767625,Occurrence ID: 7e04febb-5a8a-480f-a501-3f68da767625||Record ID: 7e04febb-5a8a-480f-a501-3f68da767625,621382,"Rheumaptera undulata (Linnaeus, 1758)",Guthrie (recorded by)||M. E. Hellier (georeferenced by),Guthrie (recorded by),1963-05-19,1963-05-19,1963/05/19,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",,37.310382 || -80.709198,37.310382,-80.709198,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,7e04febb-5a8a-480f-a501-3f68da767625,https://ecdysis.org/collections/individual/index.php?occid=1730514,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000005311,PreservedSpecimen,Occurrence ID: 5394db7d-7f06-4a3e-987a-dc3f0cb767ea,Occurrence ID: 5394db7d-7f06-4a3e-987a-dc3f0cb767ea||Record ID: 5394db7d-7f06-4a3e-987a-dc3f0cb767ea,624847,"Corades chelonis (Hewitson, 1863)",M. E. Hellier (georeferenced by),,,,,lifeStage: Adult||preparations: Pinned specimen,"""Colombia""",Bogota,4.6333 || -74.0833,4.6333,-74.0833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,5394db7d-7f06-4a3e-987a-dc3f0cb767ea,https://ecdysis.org/collections/individual/index.php?occid=1730356,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000004934,PreservedSpecimen,Occurrence ID: f6136b3e-d971-4711-959f-583b6f2bd6c4,Occurrence ID: f6136b3e-d971-4711-959f-583b6f2bd6c4||Record ID: f6136b3e-d971-4711-959f-583b6f2bd6c4,624849,"Callicore lyca aegina (C. & R. Felder, 1861)",A.G. Weeks (recorded by),A.G. Weeks (recorded by),1899-08-25,1899-08-25,1899/08/25,,"""Bolivia""",5 days north from Cochabamba,-17.5 || -65.666667,-17.5,-65.666667,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,f6136b3e-d971-4711-959f-583b6f2bd6c4,https://ecdysis.org/collections/individual/index.php?occid=1730106,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000005313,PreservedSpecimen,Occurrence ID: e8e5e543-0a75-4619-9d9c-aff6059f1658,Occurrence ID: e8e5e543-0a75-4619-9d9c-aff6059f1658||Record ID: e8e5e543-0a75-4619-9d9c-aff6059f1658,624851,"Elymnias caudata (Butler, 1871)",M. E. Hellier (georeferenced by),,,,,lifeStage: Adult||sex: Male||preparations: Pinned specimen,"""India""",Malabar Coast,10 || 76.25,10,76.25,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e8e5e543-0a75-4619-9d9c-aff6059f1658,https://ecdysis.org/collections/individual/index.php?occid=1730358,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000005333,PreservedSpecimen,Occurrence ID: f426b278-9da4-43bc-bf42-522e392ef8b7,Occurrence ID: f426b278-9da4-43bc-bf42-522e392ef8b7||Record ID: f426b278-9da4-43bc-bf42-522e392ef8b7,624852,Lethe anthedon (Clark 1936),T. McAvoy (recorded by)||M. E. Hellier (georeferenced by)||T. McAvoy (identified by),T. McAvoy (recorded by),1994-08-03,1994-08-03,1994/08/03,habitat: Puddle by big sycamore||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Prices Fork, Price Station Rd.",37.201334 || -80.504946,37.201334,-80.504946,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,f426b278-9da4-43bc-bf42-522e392ef8b7,https://ecdysis.org/collections/individual/index.php?occid=1730378,M. E. Hellier (georeferenced by),T. McAvoy (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000005359,PreservedSpecimen,Occurrence ID: 86e2dd44-596f-43fa-b4bf-3bcba96539e1,Occurrence ID: 86e2dd44-596f-43fa-b4bf-3bcba96539e1||Record ID: 86e2dd44-596f-43fa-b4bf-3bcba96539e1,624854,"Cercyonis pegala (Fabricius, 1775)",M. E. Hellier (georeferenced by),,1937-07,1937-07,1937/07,lifeStage: Adult||sex: Female||preparations: pinned specimen,"""Dare, North Carolina, United States""",Kitty Hawk,36.069328 || -75.710885,36.069328,-75.710885,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,86e2dd44-596f-43fa-b4bf-3bcba96539e1,https://ecdysis.org/collections/individual/index.php?occid=1730404,M. E. Hellier (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000005365,PreservedSpecimen,Occurrence ID: b7322f69-b4df-47ec-8c17-e4ec21a4d986,Occurrence ID: b7322f69-b4df-47ec-8c17-e4ec21a4d986||Record ID: b7322f69-b4df-47ec-8c17-e4ec21a4d986,624855,"Speyeria diana (Cramer, 1777)",,,1911-07-23,1911-07-23,1911/07/23,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Poverty Hollow,37.249476 || -80.52743,37.249476,-80.52743,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,b7322f69-b4df-47ec-8c17-e4ec21a4d986,https://ecdysis.org/collections/individual/index.php?occid=1730664,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000005376,PreservedSpecimen,Occurrence ID: 1f2f9ebe-4839-426b-898e-99b9dd7f840e,Occurrence ID: 1f2f9ebe-4839-426b-898e-99b9dd7f840e||Record ID: 1f2f9ebe-4839-426b-898e-99b9dd7f840e,624856,"Speyeria diana (Cramer, 1777)",D. A. Hennen (georeferenced by),,1938-07-14,1938-07-14,1938/07/14,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Rockbridge, Virginia, United States""",,37.810058 || -79.44989,37.810058,-79.44989,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,1f2f9ebe-4839-426b-898e-99b9dd7f840e,https://ecdysis.org/collections/individual/index.php?occid=1730675,D. A. Hennen (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006485,PreservedSpecimen,Occurrence ID: 5625865f-c430-4d9a-9ee5-b61a56b344ab,Occurrence ID: 5625865f-c430-4d9a-9ee5-b61a56b344ab||Record ID: 5625865f-c430-4d9a-9ee5-b61a56b344ab,624857,Hesperiidae,Despins (recorded by)||H. P. Dunleavy (georeferenced by),Despins (recorded by),1980-08-16,1980-08-16,1980/08/16,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Pandapas Pond,37.281354 || -80.467988,37.281354,-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,5625865f-c430-4d9a-9ee5-b61a56b344ab,https://ecdysis.org/collections/individual/index.php?occid=1731443,H. P. Dunleavy (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006664,PreservedSpecimen,Occurrence ID: 693a57e7-ecbb-4c47-9693-65dbc9b55956,Occurrence ID: 693a57e7-ecbb-4c47-9693-65dbc9b55956||Record ID: 693a57e7-ecbb-4c47-9693-65dbc9b55956,624861,"Speyeria diana (Cramer, 1777)",R. R. Mills (recorded by)||B. L. Connors (georeferenced by),R. R. Mills (recorded by),1960-07-14,1960-07-14,1960/07/14,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,693a57e7-ecbb-4c47-9693-65dbc9b55956,https://ecdysis.org/collections/individual/index.php?occid=1731041,B. L. Connors (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006670,PreservedSpecimen,Occurrence ID: 78d7170a-0be8-4f45-b057-895c7a109521,Occurrence ID: 78d7170a-0be8-4f45-b057-895c7a109521||Record ID: 78d7170a-0be8-4f45-b057-895c7a109521,624862,"Speyeria diana (Cramer, 1777)",B. L. Connors (georeferenced by),,1945-08-27,1945-08-27,1945/08/27,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Mt. Lake Little Meadow,37.375154 || -80.521811,37.375154,-80.521811,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,78d7170a-0be8-4f45-b057-895c7a109521,https://ecdysis.org/collections/individual/index.php?occid=1731058,B. L. Connors (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006870,PreservedSpecimen,Occurrence ID: 40d2a1da-5c03-4e06-98a6-1dbe3f7aa3f7,Occurrence ID: 40d2a1da-5c03-4e06-98a6-1dbe3f7aa3f7||Record ID: 40d2a1da-5c03-4e06-98a6-1dbe3f7aa3f7,624863,Pieridae,E. Martinez (recorded by)||B. L. Connors (georeferenced by),E. Martinez (recorded by),1988-09-09,1988-09-09,1988/09/09,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.15652 || -80.318935,37.15652,-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,40d2a1da-5c03-4e06-98a6-1dbe3f7aa3f7,https://ecdysis.org/collections/individual/index.php?occid=1731746,B. L. Connors (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006931,PreservedSpecimen,Occurrence ID: e4d5ac86-700d-46d3-baa8-d6568f554897,Occurrence ID: e4d5ac86-700d-46d3-baa8-d6568f554897||Record ID: e4d5ac86-700d-46d3-baa8-d6568f554897,624864,Pieridae,,,,,,lifeStage: Adult||preparations: pinned specimen,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e4d5ac86-700d-46d3-baa8-d6568f554897,https://ecdysis.org/collections/individual/index.php?occid=1731807,,,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000006979,PreservedSpecimen,Occurrence ID: 5df7825e-82fc-4f36-b5b5-e47539399554,Occurrence ID: 5df7825e-82fc-4f36-b5b5-e47539399554||Record ID: 5df7825e-82fc-4f36-b5b5-e47539399554,624865,"Polygonia interrogationis (Fabricius, 1798)",A. Beck (recorded by)||L. F. Vasquez (georeferenced by)||A. Beck (identified by),A. Beck (recorded by),1977-07-19,1977-07-19,1977/07/19,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Cascade Park,37.319556 || -80.658125,37.319556,-80.658125,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,5df7825e-82fc-4f36-b5b5-e47539399554,https://ecdysis.org/collections/individual/index.php?occid=1731855,L. F. Vasquez (georeferenced by),A. Beck (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007049,PreservedSpecimen,Occurrence ID: 7bf7ab0b-b812-4a54-9a98-923afb26a6d6,Occurrence ID: 7bf7ab0b-b812-4a54-9a98-923afb26a6d6||Record ID: 7bf7ab0b-b812-4a54-9a98-923afb26a6d6,624866,"Nymphalis antiopa (Linnaeus, 1758)",K. E. Perry & M. A. Rose (identified by),,,,,lifeStage: Adult||preparations: pinned specimen,,,,,,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,7bf7ab0b-b812-4a54-9a98-923afb26a6d6,https://ecdysis.org/collections/individual/index.php?occid=1731925,,K. E. Perry & M. A. Rose (identified by),three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007055,PreservedSpecimen,Occurrence ID: 6408a4fc-04d5-460f-9ba0-8b150ce77561,Occurrence ID: 6408a4fc-04d5-460f-9ba0-8b150ce77561||Record ID: 6408a4fc-04d5-460f-9ba0-8b150ce77561,624869,"Aglais milberti (Godart, 1819)",L. F. Vasquez (georeferenced by),,1951-08-30,1951-08-30,1951/08/30,lifeStage: Adult||preparations: pinned specimen,"""Lenawee, Michigan, United States""",Adrian,41.897547 || -84.037166,41.897547,-84.037166,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,6408a4fc-04d5-460f-9ba0-8b150ce77561,https://ecdysis.org/collections/individual/index.php?occid=1731931,L. F. Vasquez (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
VTEC000007068,PreservedSpecimen,Occurrence ID: e91b9946-8a24-476c-a6ba-e4495920a940,Occurrence ID: e91b9946-8a24-476c-a6ba-e4495920a940||Record ID: e91b9946-8a24-476c-a6ba-e4495920a940,624870,"Vanessa virginiensis (Drury, 1773)",A. H. Showalter (recorded by)||L. F. Vasquez (georeferenced by),A. H. Showalter (recorded by),1973-07-26,1973-07-26,1973/07/26,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",,37.15652 || -80.318935,37.15652,-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,e91b9946-8a24-476c-a6ba-e4495920a940,https://ecdysis.org/collections/individual/index.php?occid=1731944,L. F. Vasquez (georeferenced by),,three dimensional object||still image,model/x3d || image/tiff,TRUE
