basis_of_record,other_identifier,identifier,title,contributor,date,display_date,start_date,description,spatial,locality,decimalLatitude,decimalLongitude,Locality,Repository,license,rights_holder,recordId,references,visibility,type,format
PreservedSpecimen,Occurrence ID: d645f89e-757f-4798-84b6-cc6c78ae5796,VTEC000006173,"Erynnis (Schrank, 1801)",C. V. Covell (recorded by),1963-04-21,1963-04-21,1963/04/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Prices's Fork,37.209742,-80.49026,37.209742||-80.49026,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d645f89e-757f-4798-84b6-cc6c78ae5796,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236156,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 5e2e9951-1167-4dd7-9084-03a02affdf9a,VTEC000006174,"Erynnis juvenalis ((Fabricius, 1793))",C. V. Covell (recorded by),1953-03-10,1953-03-10,1953/03/10,lifeStage: Adult||preparations: pinned specimen,"Southern Pines, Moore, North Carolina, United States",Southern Pines,35.17389,-79.3925,35.17389||-79.3925,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5e2e9951-1167-4dd7-9084-03a02affdf9a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236161,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 66682220-1bad-48c5-8eb2-c12ef6a2aa28,VTEC000006175,"Erynnis (Schrank, 1801)",A. Beck (recorded by),1978-04-16,1978-04-16,1978/04/16,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Catawba,37.382632,-80.109489,37.382632||-80.109489,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:66682220-1bad-48c5-8eb2-c12ef6a2aa28,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236163,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 376a70c5-a156-4cc7-a24a-eef139cf6500,VTEC000006176,"Erynnis (Schrank, 1801)",P. A. Gati (recorded by),1966-05-17,1966-05-17,1966/05/17,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Blacksburg, Arboretum (VPI)",37.219578,-80.424227,37.219578||-80.424227,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:376a70c5-a156-4cc7-a24a-eef139cf6500,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236165,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 5ad47293-7143-4a28-9f98-427c582aa15c,VTEC000006177,"Erynnis juvenalis ((Fabricius, 1793))",C. V. Covell (recorded by),1962-04-24,1962-04-24,1962/04/24,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5ad47293-7143-4a28-9f98-427c582aa15c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236174,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 01e08104-3fe7-44fa-bcc3-a2e5a0403d18,VTEC000006178,"Erynnis (Schrank, 1801)",A. Beck (recorded by),1978-05-20,1978-05-20,1978/05/20,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Mt. Tabor Rd. (3 mi N. Blacksburg),37.277305,-80.394052,37.277305||-80.394052,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:01e08104-3fe7-44fa-bcc3-a2e5a0403d18,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236178,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 83261119-5430-4fb1-a419-b92ab56089e8,VTEC000006179,"Erynnis (Schrank, 1801)",C. V. Covell (recorded by),1963-04-21,1963-04-21,1963/04/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Price's Fork,37.211694,-80.489659,37.211694||-80.489659,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:83261119-5430-4fb1-a419-b92ab56089e8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236176,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8124c7bd-c75d-4c55-bb4d-c5c3e3962bd4,VTEC000006180,"Erynnis (Schrank, 1801)",C. V. Covell (recorded by),1963-04-21,1963-04-21,1963/04/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Price's Fork,37.211694,-80.489659,37.211694||-80.489659,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8124c7bd-c75d-4c55-bb4d-c5c3e3962bd4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236180,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 014c312a-fef8-42c8-b63a-b6830b318b7f,VTEC000006181,"Erynnis (Schrank, 1801)",C. V. Covell (recorded by),1963-04-21,1963-04-21,1963/04/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Price's Fork,37.211694,-80.489659,37.211694||-80.489659,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:014c312a-fef8-42c8-b63a-b6830b318b7f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236181,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 0ac08fa6-c2c2-4243-ae5f-7c0e61bdbd1b,VTEC000006182,"Erynnis (Schrank, 1801)",P. A. Gati (recorded by),1967-05-03,1967-05-03,1967/05/03,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",Nansemond Co.,36.767094,-76.530782,36.767094||-76.530782,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0ac08fa6-c2c2-4243-ae5f-7c0e61bdbd1b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236184,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: fb5a9f18-43a6-4df8-87cf-0496ee830c94,VTEC000006183,"Erynnis (Schrank, 1801)",Showalter (recorded by),1964-05-18,1964-05-18,1964/05/18,lifeStage: Adult||preparations: pinned specimen,"Augusta, Virginia, United States",0,38.160749,-79.12854,38.160749||-79.12854,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fb5a9f18-43a6-4df8-87cf-0496ee830c94,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236190,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 23f2554b-b725-4bc9-a4a0-5ed07901eab8,VTEC000006184,"Erynnis (Schrank, 1801)",G. B. Straley (recorded by),1970-04-18,1970-04-18,1970/04/18,lifeStage: Adult||preparations: pinned specimen,"Virginia Beach, Virginia, United States",Seashore St. Pk.,36.906764,-76.020353,36.906764||-76.020353,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:23f2554b-b725-4bc9-a4a0-5ed07901eab8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236203,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 467f2e4b-46d9-41cf-8753-53777cd6520f,VTEC000006185,"Erynnis (Schrank, 1801)",A. Beck (recorded by),1978-05-03,1978-05-03,1978/05/03,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Catawba,37.382632,-80.109489,37.382632||-80.109489,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:467f2e4b-46d9-41cf-8753-53777cd6520f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236211,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: bfc1d647-a14b-4397-a1c9-d65324a22ff4,VTEC000006186,"Erynnis (Schrank, 1801)",A. F. Beck (recorded by),1978-04-29,1978-04-29,1978/04/29,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.244146,-80.528267,37.244146||-80.528267,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bfc1d647-a14b-4397-a1c9-d65324a22ff4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236215,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 98f4b9a5-9530-44fd-8227-1394232445a3,VTEC000006187,Pamphila perseus,,,,,lifeStage: Adult||preparations: pinned specimen,,0,0.0,0.0,0||0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:98f4b9a5-9530-44fd-8227-1394232445a3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236218,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 05888854-f8ba-4d46-963b-083ee55d34c8,VTEC000006188,"Erynnis (Schrank, 1801)",C. V. Covell (recorded by),1968-03-27,1968-03-27,1968/03/27,lifeStage: Adult||preparations: pinned specimen,"Miami-Dade, Florida, United States",Hammock [The Hammocks],25.669767,-80.449307,25.669767||-80.449307,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:05888854-f8ba-4d46-963b-083ee55d34c8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236219,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 17c28566-d77d-45c7-b435-3ceef129e882,VTEC000006189,"Erynnis (Schrank, 1801)",R. J. Glenn (recorded by),,,,lifeStage: Adult||preparations: pinned specimen,"Suffolk, Virginia, United States",Holland,36.681262,-76.780236,36.681262||-76.780236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:17c28566-d77d-45c7-b435-3ceef129e882,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236221,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 26672baf-d8a1-4165-9ccc-5f4ec3ae94c4,VTEC000006190,"Erynnis (Schrank, 1801)",,1935-07-07,1935-07-07,1935/07/07,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Narrows,37.33151,-80.811187,37.33151||-80.811187,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:26672baf-d8a1-4165-9ccc-5f4ec3ae94c4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236224,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: e1f7c3e6-2cb0-4038-898a-b9691096f5e0,VTEC000006191,"Erynnis (Schrank, 1801)",A. Beck (recorded by),1978-04-16,1978-04-16,1978/04/16,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Catawba,37.382632,-80.109489,37.382632||-80.109489,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e1f7c3e6-2cb0-4038-898a-b9691096f5e0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236226,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 84e55175-6def-4d57-90b4-73ef35d21970,VTEC000006193,Hesperiidae,,1941-05-11,1941-05-11,1941/05/11,habitat: In moist woods||lifeStage: Adult||preparations: pinned specimen,United States,Route 55,0.0,0.0,0||0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:84e55175-6def-4d57-90b4-73ef35d21970,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236231,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 0a6e102d-d22c-4a4d-be8b-097eedce502f,VTEC000006194,Hesperiidae,A. Beck (recorded by),1978-05-20,1978-05-20,1978/05/20,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Mt. Tabor Rd. (3 mi N. Blacksburg),37.277305,-80.394052,37.277305||-80.394052,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0a6e102d-d22c-4a4d-be8b-097eedce502f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236243,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f3ec8bab-795f-49cf-91a6-ee644204d3b2,VTEC000006195,Hesperiidae,A. Beck (recorded by),1977-11-09,1977-11-09,1977/11/09,lifeStage: adult||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15,-80.3167,37.15||-80.3167,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f3ec8bab-795f-49cf-91a6-ee644204d3b2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236247,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: a848fe01-1599-4720-ac58-07a4d20551ce,VTEC000006196,Hesperiidae,A. Beck (recorded by),1978-04-16,1978-04-16,1978/04/16,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Catawba,37.382632,-80.109489,37.382632||-80.109489,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:a848fe01-1599-4720-ac58-07a4d20551ce,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236251,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 365cbd53-ffd2-4c5d-a505-bb6e7435cc8e,VTEC000006197,Hesperiidae,A. F. Beck (recorded by),1978-04-23,1978-04-23,1978/04/23,lifeStage: adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Isaak Walton Park,37.175895,-80.386637,37.175895||-80.386637,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:365cbd53-ffd2-4c5d-a505-bb6e7435cc8e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236253,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d65984a5-c0ee-4b8e-a878-8df9992098c5,VTEC000006198,Hesperiidae,A. F. Beck (recorded by),1978-04-15,1978-04-15,1978/04/15,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States","Rt. 641, Ellet",37.180419,-80.353559,37.180419||-80.353559,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d65984a5-c0ee-4b8e-a878-8df9992098c5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236254,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 44b5b6d4-9c1d-4c7f-9c54-6e1d91ed0134,VTEC000006199,Hesperiidae,A. F. Beck (recorded by),1978-04-23,1978-04-23,1978/04/23,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Rt. 641 E of Ellet,37.143517,-80.342529,37.143517||-80.342529,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:44b5b6d4-9c1d-4c7f-9c54-6e1d91ed0134,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236716,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 1fc00a3b-7c8d-4732-b4a6-3184224406fe,VTEC000006200,Hesperiidae,A. F. Beck (recorded by),1978-04-23,1978-04-23,1978/04/23,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Rt. 641 E of Ellet,37.143517,-80.342529,37.143517||-80.342529,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1fc00a3b-7c8d-4732-b4a6-3184224406fe,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236730,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 5043be7c-90fc-4473-b0c5-07b8f28aecd3,VTEC000006201,Hesperiidae,A. Beck (recorded by),1978-04-16,1978-04-16,1978/04/16,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Catawba; 37.382632 -80.109489,37.382632,-80.109489,37.382632||-80.109489,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5043be7c-90fc-4473-b0c5-07b8f28aecd3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236731,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: e566e988-3b8c-4eda-86af-53cb9b4a5417,VTEC000006202,Hesperiidae,A. Beck (recorded by),1978-04-16,1978-04-16,1978/04/16,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Catawba; 37.382632 -80.109489,37.382632,-80.109489,37.382632||-80.109489,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e566e988-3b8c-4eda-86af-53cb9b4a5417,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236732,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8b95679e-a193-4826-86a6-c43f18e10ac2,VTEC000006203,Hesperiidae,A. Beck (recorded by),1978-04-16,1978-04-16,1978/04/16,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Catawba; 37.382632 -80.109489,37.382632,-80.109489,37.382632||-80.109489,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8b95679e-a193-4826-86a6-c43f18e10ac2,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236735,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: bdfad0d3-7853-4ac5-9bd7-ba458f6fef90,VTEC000006204,Ephyriades brunnea floridensis (Bell & Comstock 1948),E. A. Symth (recorded by),1965-02-28,1965-02-28,1965/02/28,lifeStage: Adult||preparations: pinned specimen,"Monroe, Florida, United States",0,24.5557,-81.782598,24.5557||-81.782598,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bdfad0d3-7853-4ac5-9bd7-ba458f6fef90,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236740,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: a942bdfe-7926-4894-a4ce-da21fa344d91,VTEC000006205,"Ancyloxypha numitor ((Fabricius, 1793))",C. V. Covell (recorded by),1960-07-21,1960-07-21,1960/07/21,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Brush Mt.,37.27684,-80.432532,37.27684||-80.432532,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:a942bdfe-7926-4894-a4ce-da21fa344d91,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236744,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 45f7776e-bd6b-4e03-9eaf-fccf3ea38eb0,VTEC000006206,"Ancyloxypha numitor ((Fabricius, 1793))",,,,,,"Montgomery, Virginia, United States",0,0.0,0.0,0||0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:45f7776e-bd6b-4e03-9eaf-fccf3ea38eb0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236753,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f2536fbc-24b1-4c83-9ff2-fb133d978755,VTEC000006207,"Ancyloxypha numitor ((Fabricius, 1793))",C. V. Covell (recorded by),1960-08-04,1960-08-04,1960/08/04,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f2536fbc-24b1-4c83-9ff2-fb133d978755,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236758,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 5d009062-9019-4cb4-9c8b-57f1a5ee7848,VTEC000006220,Hesperiidae,A. H. Showalter (recorded by),1974-06-04,1974-06-04,1974/06/04,lifeStage: Adult||preparations: pinned specimen,"Highland, Virginia, United States",2 Mi. N.W. Hightown,38.444302,-79.641375,38.444302||-79.641375,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5d009062-9019-4cb4-9c8b-57f1a5ee7848,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236860,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: ec379f01-97d1-49e6-8ad0-89119360c3a5,VTEC000006221,"Hesperia sassacus ((Harris, 1862))",,1899-06-02,1899-06-02,1899/06/02,lifeStage: Adult||sex: Female||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ec379f01-97d1-49e6-8ad0-89119360c3a5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236862,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 268ba409-8199-44b6-a031-1fa52f32a320,VTEC000006222,Hesperiidae,A. H. Showalter (recorded by),1974-05-09,1974-05-09,1974/05/09,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Creek,37.25534,-80.521605,37.25534||-80.521605,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:268ba409-8199-44b6-a031-1fa52f32a320,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236866,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: cbaa3005-90a8-4718-8763-8dac69e07c90,VTEC000006223,"Hesperia metea (Scudder, 1864)",D. Vest (recorded by),1964-05-08,1964-05-08,1964/05/08,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Montgomery, Virginia, United States",Prices Fork,37.20985,-80.490054,37.20985||-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:cbaa3005-90a8-4718-8763-8dac69e07c90,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236869,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 4621f1fa-93eb-4079-bb21-f227024d618f,VTEC000006224,"Hylephila phyleus ((Drury, 1773))",,1899-07-29,1899-07-29,1899/07/29,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Charleston, South Carolina, United States",0,32.776475,-79.931051,32.776475||-79.931051,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4621f1fa-93eb-4079-bb21-f227024d618f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236872,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 3ad6a715-f518-402b-87b6-b80c436b593d,VTEC000006225,"Hylephila phyleus ((Drury, 1773))",C. V. Covell (recorded by),1960-08-31,1960-08-31,1960/08/31,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:3ad6a715-f518-402b-87b6-b80c436b593d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236874,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 31519708-2f2d-4ca5-a1d4-3995d3eddbe8,VTEC000006226,Atalopedes campestris huron (Edwards 1863),,1898-09-01,1898-09-01,1898/09/01,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:31519708-2f2d-4ca5-a1d4-3995d3eddbe8,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236875,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 9b586bbd-fd42-4d53-8a8d-6620d48da890,VTEC000006227,Atalopedes campestris huron (Edwards 1863),,1899-09-02,1899-09-02,1899/09/02,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:9b586bbd-fd42-4d53-8a8d-6620d48da890,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236877,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 7cbc4045-bf2e-40a4-8828-9e064221a92d,VTEC000006228,Hesperiidae,C. V. Covell (recorded by),1960-08-04,1960-08-04,1960/08/04,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg; 37.229573 -80.413939,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:7cbc4045-bf2e-40a4-8828-9e064221a92d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236879,True,still image,image/tiff
