basis_of_record,other_identifier,identifier,title,contributor,date,display_date,start_date,description,spatial,locality,decimalLatitude,decimalLongitude,Locality,Repository,license,rights_holder,recordId,references,visibility,type,format
PreservedSpecimen,Occurrence ID: 9c0cd268-906e-4c7d-942b-c61dc1a1f6d1,VTEC000006229,Hesperiidae,C. V. Covell (recorded by),1960-08-04,1960-08-04,1960/08/04,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg; 37.229573 -80.413939,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:9c0cd268-906e-4c7d-942b-c61dc1a1f6d1,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236880,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 153ab958-2f55-4f2c-a4f1-01e7fda19e3a,VTEC000006230,Hesperiidae,,1964-08-31,1964-08-31,1964/08/31,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Eggleston,37.287347,-80.618674,37.287347||-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:153ab958-2f55-4f2c-a4f1-01e7fda19e3a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236882,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 0f33fc10-5ce1-4ad3-a1ec-b023720336ff,VTEC000006231,Hesperiidae,P. A. Goti (recorded by),1966-05-17,1966-05-17,1966/05/17,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0f33fc10-5ce1-4ad3-a1ec-b023720336ff,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236884,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d7f9194d-077b-408f-b61f-9ddaba590c94,VTEC000006232,Hesperiidae,D. Eger (recorded by),1973-10-13,1973-10-13,1973/10/13,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d7f9194d-077b-408f-b61f-9ddaba590c94,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236886,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 425290a8-cbe3-4d0b-a6fb-d0005e8178a6,VTEC000006233,Hesperiidae,C. V. Covell (recorded by),1960-08-04,1960-08-04,1960/08/04,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Blacksburg,37.229573,-80.413939,37.229573||-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:425290a8-cbe3-4d0b-a6fb-d0005e8178a6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236889,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 72390d41-e2d2-45ca-8bd7-b027e1bc9c5d,VTEC000006234,Hesperiidae,C. V. Covell (recorded by),1960-09-14,1960-09-14,1960/09/14,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Long Shop,37.216253,-80.538008,37.216253||-80.538008,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:72390d41-e2d2-45ca-8bd7-b027e1bc9c5d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236891,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 397e82fd-4036-4745-b1e1-471ca15d8065,VTEC000006235,Hesperiidae,C. V. Covell (recorded by),1960-09-14,1960-09-14,1960/09/14,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Long Shop; 37.216253 -80.538008,37.216253,-80.538008,37.216253||-80.538008,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:397e82fd-4036-4745-b1e1-471ca15d8065,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236892,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: e50b1b9b-4ce4-462e-a91e-c6ec28c38140,VTEC000006236,Hesperiidae,,,,,lifeStage: Adult||preparations: pinned specimen,,0,0.0,0.0,0||0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e50b1b9b-4ce4-462e-a91e-c6ec28c38140,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236893,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: a227df1e-427b-46c9-b199-49f8c2c97f96,VTEC000006237,Hesperiidae,,1935-08-03,1935-08-03,1935/08/03,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Poverty Hollow,37.265808,-80.440763,37.265808||-80.440763,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:a227df1e-427b-46c9-b199-49f8c2c97f96,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236894,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: d5d26f52-eb9f-4eb9-9bcb-7b551e177d82,VTEC000006238,Atalopedes campestris huron (Edwards 1863),,1899-08-31,1899-08-31,1899/08/31,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d5d26f52-eb9f-4eb9-9bcb-7b551e177d82,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236895,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: bf45d76d-c791-4d9d-a770-1cfad090e2bd,VTEC000006239,Hesperiidae,S. M. Amsbaugh (recorded by),1970-08-01,1970-08-01,1970/08/01,lifeStage: Adult||preparations: pinned specimen,"Fairfax, Virginia, United States",Vienna; 38.901222 -77.26526,38.901222,-77.26526,38.901222||-77.26526,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bf45d76d-c791-4d9d-a770-1cfad090e2bd,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236896,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 73543eda-eda9-45c0-a41f-37f9ee36434d,VTEC000006240,Hesperiidae,A. Beck (recorded by),1978-05-20,1978-05-20,1978/05/20,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",Mt. Tabor Rd. (3 mi N. Blacksburg); 37.277305 -80.394052,37.277305,-80.394052,37.277305||-80.394052,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:73543eda-eda9-45c0-a41f-37f9ee36434d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236898,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: eea891c2-c398-4ba0-93dd-4219ab2163f5,VTEC000006241,Hesperiidae,A. Beck (recorded by),1978-06-10,1978-06-10,1978/06/10,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Newport Pk.; 37.303291 -80.485039,37.294294,-80.495333,37.294294||-80.495333,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:eea891c2-c398-4ba0-93dd-4219ab2163f5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236900,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: fe6e116d-aebd-4f07-b8fa-b6f48ad378d5,VTEC000006242,Hesperiidae,Hanson (recorded by),1971-10-02,1971-10-02,1971/10/02,lifeStage: Adult||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:fe6e116d-aebd-4f07-b8fa-b6f48ad378d5,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236907,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: dce43126-f2f1-4f62-b0da-f73a24ca084b,VTEC000006243,"Polites origenes ((Fabricius, 1793))",,,,,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:dce43126-f2f1-4f62-b0da-f73a24ca084b,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236910,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 9e0b2066-890e-44a2-8c0c-8fe3af6170de,VTEC000006244,"Polites origenes ((Fabricius, 1793))",,1900-06-01,1900-06-01,1900/06/01,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.15652,-80.318935,37.15652||-80.318935,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:9e0b2066-890e-44a2-8c0c-8fe3af6170de,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236913,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 9011141d-ebe7-4ae0-9728-86715db44bfe,VTEC000006245,"Polites origenes ((Fabricius, 1793))",C. V. Covell (recorded by),1960-06-22,1960-06-22,1960/06/22,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Montgomery, Virginia, United States","Prices Fork, Blacksburg; 37.20985 -80.490054",37.20985,-80.490054,37.20985||-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:9011141d-ebe7-4ae0-9728-86715db44bfe,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236916,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 34943eda-dd36-433a-b942-2baaaf9445d6,VTEC000006246,Hesperiidae,G. B. Straley (recorded by),1966-09-15,1966-09-15,1966/09/15,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Eggleston,37.287347,-80.618674,37.287347||-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:34943eda-dd36-433a-b942-2baaaf9445d6,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236918,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8366ca9a-18c0-403e-9994-d881558fb98d,VTEC000006247,Hesperiidae,A. H. Showalter (recorded by),1972-08-26,1972-08-26,1972/08/26,lifeStage: Adult||preparations: pinned specimen,"Augusta, Virginia, United States",0,38.160749,-79.12854,38.160749||-79.12854,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8366ca9a-18c0-403e-9994-d881558fb98d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236981,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: f2ee3490-90b4-423c-bf32-013954651e68,VTEC000006248,Hesperiidae,G. B. Straley (recorded by),1966-09-10,1966-09-10,1966/09/10,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Eggleston,37.287347,-80.618674,37.287347||-80.618674,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f2ee3490-90b4-423c-bf32-013954651e68,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236986,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 6088d18b-8a6d-439e-8ded-9ff06a0084a7,VTEC000006249,Hesperiidae,C. V. Covell (recorded by),1960-09-15,1960-09-15,1960/09/15,lifeStage: Adult||preparations: pinned specimen,"Floyd, Virginia, United States",0,36.911244,-80.32005,36.911244||-80.32005,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6088d18b-8a6d-439e-8ded-9ff06a0084a7,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236998,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 64d16c57-dc57-4fd7-afd4-66875bb6635c,VTEC000006250,"Polites origenes ((Fabricius, 1793))",C. V. Covell (recorded by),1960-06-24,1960-06-24,1960/06/24,lifeStage: Adult||sex: Female||preparations: pinned specimen,"Montgomery, Virginia, United States","Price Fork, Blacksburg",37.213785,-80.476716,37.213785||-80.476716,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:64d16c57-dc57-4fd7-afd4-66875bb6635c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236876,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 13598db3-a607-41c1-a6b7-a4ac69539314,VTEC000006251,Hesperiidae,A. Beck (recorded by),1978-06-10,1978-06-10,1978/06/10,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Newport Pk.,37.303291,-80.485039,37.303291||-80.485039,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:13598db3-a607-41c1-a6b7-a4ac69539314,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236878,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8f1d494d-f63c-423c-8474-f92b4b2bc8f4,VTEC000006252,Pamphila cerues,,1899-05-27,1899-05-27,1899/05/27,lifeStage: Adult||sex: Male||preparations: pinned specimen,"Montgomery, Virginia, United States",0,37.1667,-80.3833,37.1667||-80.3833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8f1d494d-f63c-423c-8474-f92b4b2bc8f4,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236881,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 8831b0fd-77c9-4e02-a4ad-787d23131188,VTEC000006253,Hesperiidae,A. Beck (recorded by),1978-06-22,1978-06-22,1978/06/22,lifeStage: Adult||preparations: pinned specimen,"Roanoke, Virginia, United States",Rt. 311 1 mi W Salem,37.293467,-80.07299,37.293467||-80.07299,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8831b0fd-77c9-4e02-a4ad-787d23131188,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236883,True,still image,image/tiff
PreservedSpecimen,Occurrence ID: 4cc74baf-11a9-4545-8f79-e5c830d68777,VTEC000006254,Hesperiidae,A. Beck (recorded by),1978-06-10,1978-06-10,1978/06/10,lifeStage: Adult||preparations: pinned specimen,"Giles, Virginia, United States",Newport Pk.,37.303291,-80.485039,37.303291||-80.485039,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:4cc74baf-11a9-4545-8f79-e5c830d68777,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57236887,True,still image,image/tiff
